Date,AT,BE,CY,FI,FR,DE,GR,IE,IT,LT,MT,NL,PT,SK,SI,ES,US
2004Q1,4.041,4.098,,3.897,4.015,3.938,4.19,3.884,4.19,4.75,,4.038,3.992,,,4.03,3.8405
2004Q2,4.376,4.445,,4.42,4.378,4.358,4.534,4.238,4.54,4.69,,4.373,4.463,,,4.338,4.5826
2004Q3,4.041,4.07,,4.082,4.052,3.965,4.197,3.961,4.157,4.5,,4.049,4.067,,,4.006,4.123
2004Q4,3.664,3.684,,3.691,3.69,3.68,3.798,,3.841,3.899,,3.657,3.671,,,3.705,4.218
2005Q1,3.599,3.753,,3.618,3.705,3.668,3.835,,3.801,3.798,,3.596,3.608,,,3.639,4.486
2005Q2,3.164,3.246,,3.079,3.184,3.194,3.375,,3.401,3.184,,3.162,3.127,,,3.117,3.919
2005Q3,3.177,3.212,,3.106,3.192,3.154,3.367,,3.36,3.199,,3.176,3.295,,,3.136,4.332
2005Q4,3.293,3.346,,3.236,3.322,3.295,3.525,3.301,3.529,3.561,,3.291,3.431,,,3.321,4.399
2006Q1,3.787,3.846,,3.754,3.821,3.791,4.095,3.798,4.084,4.04,,3.795,3.899,,,3.812,4.853
2006Q2,4.089,4.064,,4.106,4.058,4.054,4.376,4.053,4.361,4.451,,4.041,4.165,,,4.056,5.145
2006Q3,3.748,3.702,,3.751,3.685,3.681,4.005,3.709,3.949,3.99,,3.728,3.857,,,3.714,4.6335
2006Q4,3.993,3.997,,3.992,3.977,3.946,4.225,3.97,4.217,4.23,,3.987,4.123,,,3.997,4.7002
2007Q1,4.12,4.128,,4.111,4.112,4.061,4.305,4.086,4.289,4.351,,4.099,4.202,,,4.101,4.6483
2007Q2,4.44,4.646,,4.617,4.62,4.555,4.804,4.6,4.785,4.86,,4.586,4.749,4.85,4.398,4.622,5.0265
2007Q3,4.429,4.508,,4.428,4.479,4.36,4.628,4.419,4.626,4.831,,4.436,4.611,4.725,5.732,4.432,4.5944
2007Q4,4.425,4.473,,4.413,4.423,4.368,4.628,4.5,4.563,5.051,,4.408,4.571,4.651,4.482,4.404,4.0347
2008Q1,4.247,4.304,,4.058,4.114,3.901,4.459,4.287,4.419,5.101,0.0,4.14,4.406,4.472,4.747,4.223,3.445
2008Q2,4.889,4.975,,4.886,4.825,4.628,5.297,5.07,5.227,5.911,,4.81,5.084,5.096,5.271,4.902,3.9749
2008Q3,4.438,4.631,,4.367,4.339,4.009,4.94,4.69,4.877,6.108,,4.343,4.7,4.771,5.21,4.594,3.822
2008Q4,3.839,3.773,,3.692,3.414,2.949,5.201,4.438,4.379,14.0,,3.554,3.962,4.644,5.149,3.79,2.219
2009Q1,4.006,3.936,,3.75,3.633,2.994,5.733,5.468,4.39,13.182,,3.734,4.527,4.743,4.872,4.056,2.668
2009Q2,4.106,3.958,,3.804,3.732,3.382,5.071,5.714,4.438,6.341,,3.811,4.376,5.162,4.494,4.14,3.536
2009Q3,3.661,3.657,,3.527,3.542,3.224,4.519,4.716,4.022,11.512,,3.493,3.861,4.496,4.871,3.795,3.305
2009Q4,3.874,3.716,,3.567,3.613,3.388,5.764,4.877,4.14,7.752,,3.556,4.055,4.366,4.872,3.978,3.837
2010Q1,3.471,3.546,,3.344,3.439,3.098,6.52,4.5,3.875,5.404,,3.329,4.234,4.113,4.422,3.819,3.833
2010Q2,3.22,3.446,,2.87,3.055,2.552,10.552,5.55,4.102,6.004,,2.816,5.984,3.956,4.106,4.574,2.935
2010Q3,2.812,3.137,,2.524,2.673,2.271,10.563,6.747,3.863,4.653,3.76,2.516,6.347,3.767,4.086,4.143,2.512
2010Q4,3.518,3.971,,3.174,3.35,2.949,12.544,9.23,4.84,5.003,4.39,3.144,6.682,4.347,4.275,5.483,3.288
2011Q1,3.833,4.308,,3.578,3.72,3.361,12.843,10.252,4.842,5.153,4.61,3.649,8.451,4.306,4.642,5.296,3.468
2011Q2,3.503,4.121,,3.338,3.508,3.028,16.441,11.871,4.879,5.4,4.46,3.344,11.149,,4.77299,5.459,3.16
2011Q3,2.673,3.647,,2.342,2.606,1.886,22.66,7.825,5.55,5.25,4.18,2.287,11.267,,5.13846,5.16,1.917
2011Q4,2.913,4.12,,2.311,3.152,1.816,35.488,8.522,7.0,6.4,4.25,2.178,13.557,,6.686,5.1,1.876
2012Q1,2.793,3.559,,2.293,2.891,1.805,20.988,6.944,5.133,5.45,4.2,2.346,11.635,,5.309,5.36,2.214
2012Q2,2.43,3.219,,1.932,2.716,1.605,25.885,6.41,5.801,5.6,4.26,2.102,10.231,,6.204,6.52,1.643
2012Q3,1.923,2.525,,1.744,2.177,1.423,19.741,5.293,5.166,4.8,3.97,1.711,9.217,,6.343,5.966,1.633
2012Q4,1.754,2.051,,1.514,1.994,1.305,11.843,4.533,4.53,4.093,3.79,1.497,7.0,,5.025,5.312,1.757
2013Q1,1.688,2.246,,1.548,2.023,1.28,12.475,4.222,4.766,4.198,3.42,1.777,6.42,2.981,6.06,5.055,1.852
2013Q2,2.18,2.634,,2.02,2.349,1.729,11.016,4.126,4.543,3.9,3.3,2.116,6.451,2.776,6.77,4.765,2.487
2013Q3,2.192,2.567,,2.006,2.323,1.78,9.703,3.894,4.573,4.15,3.22,2.177,6.725,2.733,6.819,4.322,2.615
2013Q4,2.279,2.558,,2.15,2.432,1.941,8.574,3.466,4.098,3.85,3.13,2.234,6.036,2.595,4.997,4.145,3.006
2014Q1,1.827,2.216,,1.87,2.087,1.57,6.569,3.016,3.293,3.299,2.79,1.745,4.073,,3.668,3.238,2.724
2014Q2,1.562,1.702,,1.446,1.599,1.252,5.98,2.363,2.734,2.799,2.74,1.484,3.647,2.055,3.171,2.671,2.516
2014Q3,1.156,1.217,,1.056,1.286,0.946,6.559,1.666,2.351,2.499,2.25,1.093,3.16,1.491,2.689,2.171,2.508
2014Q4,0.712,0.824,,0.649,0.837,0.541,9.601,1.243,1.893,1.849,1.86,0.681,2.691,1.115,2.137,1.61,2.174
2015Q1,0.323,0.447,,0.326,0.478,0.185,11.599,0.757,1.25,0.599,1.163,0.263,1.706,0.538,1.142,1.23,1.934
2015Q2,1.1564,1.215,,1.008,1.196,0.77,15.406,1.641,2.308,1.8,1.96,1.05,2.975,1.497,2.349,2.309,2.333
2015Q3,0.8982,0.906,,0.87,0.902,0.59,8.455,1.238,1.72,1.6,1.481,0.785,2.391,0.873,1.708,1.897,2.06
2015Q4,0.8975,0.977,3.582,0.93,0.993,0.634,8.393,1.1475,1.595,1.59,1.361,0.7896,2.54,0.829,1.718,1.781,2.275
2016Q1,0.3607,0.381,3.904,0.44,0.412,0.155,8.771,0.733,1.224,0.99,0.899,0.2346,2.775,0.742,1.344,1.435,1.784
2016Q2,0.221,0.257,3.925,0.157,0.206,-0.127,8.293,0.536,1.345,0.85,0.86,0.087,3.092,0.639,0.962,1.126,1.492
2016Q3,0.103,0.167,3.408,0.028,0.123,-0.117,8.3,0.327,1.191,0.4,0.54,0.005,3.333,0.323,0.621,0.879,1.606
2016Q4,0.426,0.535,3.546,0.356,0.682,0.207,7.032,0.765,1.825,0.8,0.733,0.353,3.76,0.975,0.86,1.394,2.432
2017Q1,0.541,0.846,3.352,0.446,0.963,0.33,6.986,0.992,2.306,0.8,1.546,0.425,3.966,1.127,0.949,1.657,2.395
2017Q2,0.711,0.807,3.068,0.507,0.817,0.47,5.491,0.885,2.148,0.8,1.413,0.66,3.025,1.04,1.167,1.53,2.302
2017Q3,0.635,0.733,,0.622,0.748,0.461,5.645,0.734,2.179,0.8,1.459,0.576,2.385,0.852,1.002,1.61,2.326
2017Q4,0.588,0.636,,0.603,0.785,0.424,4.119,0.672,1.998,1.1,1.344,0.531,1.932,0.716,0.878,1.57,2.411
2018Q1,0.697,0.764,,0.624,0.729,0.494,4.304,0.919,1.787,1.15,1.225,0.64,1.608,0.777,0.984,1.155,2.744
2018Q2,0.578,0.695,,0.544,0.668,0.308,3.963,0.832,2.688,1.05,1.35,0.468,1.788,0.692,0.988,1.33,2.851
2018Q3,0.684,0.834,2.32,0.726,0.808,0.474,4.173,0.998,3.143,1.2,1.524,0.58,1.877,0.984,1.072,1.507,3.056
2018Q4,0.498,0.769,2.325,0.546,0.71,0.246,4.382,0.906,2.773,1.15,1.331,0.385,1.723,0.961,1.0,1.422,2.691
2019Q1,0.237,0.419,1.545,0.267,0.32,-0.071,3.752,0.563,2.483,1.0,0.91,0.129,1.257,0.616,0.69,1.105,2.414
2019Q2,-0.054,0.067,0.658,-0.027,-0.004,-0.326,2.462,0.18,2.09,0.7,0.627,-0.159,0.481,0.208,0.192,0.395,2.0
2019Q3,-0.32,-0.252,0.455,-0.304,-0.27,-0.57,1.376,-0.034,0.828,0.275,0.19,-0.425,0.162,-0.213,-0.001,0.149,1.673
2019Q4,0.026,0.097,0.527,0.048,0.122,-0.187,1.457,0.12,1.427,0.425,0.434,-0.056,0.447,0.192,0.299,0.469,1.91
2020Q1,0.023,0.082,1.246,-0.023,-0.006,-0.457,1.643,0.097,1.534,0.4,0.436,-0.215,0.835,0.39,0.418,0.682,0.699
